1 0.000000 3 0 -2.463390 31.000000 9.702840 0.031977 0.033787 -1.477727 32.000000 9.666574 -0.077007 -0.000589 -2.235023 30.000000 8.967156 -0.024272 0.031443 -1.631080 30.000000 9.040345 0.017014 -0.017534 195.839737 1552.000000 197.271027 1.905032 4.727848 169.793396 1313.000000 168.449280 1.844412 4.618661 20.876087 1748.000000 254.442108 0.340717 2.779352 -2.859703 -1722.000000 255.515213 0.045237 3.849684 
2 0.009999 3 0 -2.463390 31.000000 9.702840 0.031977 0.033787 -1.477727 32.000000 9.666574 -0.077007 -0.000589 -2.235023 30.000000 8.967156 -0.024272 0.031443 -1.631080 30.000000 9.040345 0.017014 -0.017534 195.839737 1552.000000 197.271027 1.905032 4.727848 169.793396 1313.000000 168.449280 1.844412 4.618661 20.876087 1748.000000 254.442108 0.340717 2.779352 -2.859703 -1722.000000 255.515213 0.045237 3.849684 
3 0.019999 3 0 -2.463390 31.000000 9.702840 0.031977 0.033787 -1.477727 32.000000 9.666574 -0.077007 -0.000589 -2.235023 30.000000 8.967156 -0.024272 0.031443 -1.631080 30.000000 9.040345 0.017014 -0.017534 195.839737 1552.000000 197.271027 1.905032 4.727848 169.793396 1313.000000 168.449280 1.844412 4.618661 20.876087 1748.000000 254.442108 0.340717 2.779352 -2.859703 -1722.000000 255.515213 0.045237 3.849684 
4 0.029998 3 0 -2.463390 31.000000 9.702840 0.031977 0.033787 -1.477727 32.000000 9.666574 -0.077007 -0.000589 -2.235023 30.000000 8.967156 -0.024272 0.031443 -1.631080 30.000000 9.040345 0.017014 -0.017534 195.839737 1552.000000 197.271027 1.905032 4.727848 169.793396 1313.000000 168.449280 1.844412 4.618661 20.876087 1748.000000 254.442108 0.340717 2.779352 -2.859703 -1722.000000 255.515213 0.045237 3.849684 
5 0.039997 3 0 -2.463390 31.000000 9.702840 0.031977 0.033787 -1.477727 32.000000 9.666574 -0.077007 -0.000589 -2.235023 30.000000 8.967156 -0.024272 0.031443 -1.631080 30.000000 9.040345 0.017014 -0.017534 195.839737 1552.000000 197.271027 1.905032 4.727848 169.793396 1313.000000 168.449280 1.844412 4.618661 20.876087 1748.000000 254.442108 0.340717 2.779352 -2.859703 -1722.000000 255.515213 0.045237 3.849684 
6 0.049997 3 0 -2.463390 31.000000 9.702840 0.031977 0.033787 -1.477727 32.000000 9.666574 -0.077007 -0.000589 -2.235023 30.000000 8.967156 -0.024272 0.031443 -1.631080 30.000000 9.040345 0.017014 -0.017534 195.839737 1552.000000 197.271027 1.905032 4.727848 169.793396 1313.000000 168.449280 1.844412 4.618661 20.876087 1748.000000 254.442108 0.340717 2.779352 -2.859703 -1722.000000 255.515213 0.045237 3.849684 
7 0.059996 3 0 -2.463390 31.000000 9.702840 0.031977 0.033787 -1.477727 32.000000 9.666574 -0.077007 -0.000589 -2.235023 30.000000 8.967156 -0.024272 0.031443 -1.631080 30.000000 9.040345 0.017014 -0.017534 195.839737 1552.000000 197.271027 1.905032 4.727848 169.793396 1313.000000 168.449280 1.844412 4.618661 20.876087 1748.000000 254.442108 0.340717 2.779352 -2.859703 -1722.000000 255.515213 0.045237 3.849684 
8 0.069996 3 0 -2.463390 31.000000 9.702840 0.031977 0.033787 -1.477727 32.000000 9.666574 -0.077007 -0.000589 -2.235023 30.000000 8.967156 -0.024272 0.031443 -1.631080 30.000000 9.040345 0.017014 -0.017534 195.839737 1552.000000 197.271027 1.905032 4.727848 169.793396 1313.000000 168.449280 1.844412 4.618661 20.876087 1748.000000 254.442108 0.340717 2.779352 -2.859703 -1722.000000 255.515213 0.045237 3.849684 
9 0.079995 3 0 -2.463390 31.000000 9.702840 0.031977 0.033787 -1.477727 32.000000 9.666574 -0.077007 -0.000589 -2.235023 30.000000 8.967156 -0.024272 0.031443 -1.631080 30.000000 9.040345 0.017014 -0.017534 195.839737 1552.000000 197.271027 1.905032 4.727848 169.793396 1313.000000 168.449280 1.844412 4.618661 20.876087 1748.000000 254.442108 0.340717 2.779352 -2.859703 -1722.000000 255.515213 0.045237 3.849684 
10 0.089994 3 0 -2.463390 31.000000 9.702840 0.031977 0.033787 -1.477727 32.000000 9.666574 -0.077007 -0.000589 -2.235023 30.000000 8.967156 -0.024272 0.031443 -1.631080 30.000000 9.040345 0.017014 -0.017534 195.839737 1552.000000 197.271027 1.905032 4.727848 169.793396 1313.000000 168.449280 1.844412 4.618661 20.876087 1748.000000 254.442108 0.340717 2.779352 -2.859703 -1722.000000 255.515213 0.045237 3.849684 
11 0.099994 3 0 -2.463390 31.000000 9.702840 0.031977 0.033787 -1.477727 32.000000 9.666574 -0.077007 -0.000589 -2.235023 30.000000 8.967156 -0.024272 0.031443 -1.631080 30.000000 9.040345 0.017014 -0.017534 195.839737 1552.000000 197.271027 1.905032 4.727848 169.793396 1313.000000 168.449280 1.844412 4.618661 20.876087 1748.000000 254.442108 0.340717 2.779352 -2.859703 -1722.000000 255.515213 0.045237 3.849684 
12 0.109993 3 0 -2.463390 31.000000 9.702840 0.031977 0.033787 -1.477727 32.000000 9.666574 -0.077007 -0.000589 -2.235023 30.000000 8.967156 -0.024272 0.031443 -1.631080 30.000000 9.040345 0.017014 -0.017534 195.839737 1552.000000 197.271027 1.905032 4.727848 169.793396 1313.000000 168.449280 1.844412 4.618661 20.876087 1748.000000 254.442108 0.340717 2.779352 -2.859703 -1722.000000 255.515213 0.045237 3.849684 
13 0.119992 3 0 -2.463390 31.000000 9.702840 0.031977 0.033787 -1.477727 32.000000 9.666574 -0.077007 -0.000589 -2.235023 30.000000 8.967156 -0.024272 0.031443 -1.631080 30.000000 9.040345 0.017014 -0.017534 195.839737 1552.000000 197.271027 1.905032 4.727848 169.793396 1313.000000 168.449280 1.844412 4.618661 20.876087 1748.000000 254.442108 0.340717 2.779352 -2.859703 -1722.000000 255.515213 0.045237 3.849684 
14 0.129992 3 0 -2.463390 31.000000 9.702840 0.031977 0.033787 -1.477727 32.000000 9.666574 -0.077007 -0.000589 -2.235023 30.000000 8.967156 -0.024272 0.031443 -1.631080 30.000000 9.040345 0.017014 -0.017534 195.839737 1552.000000 197.271027 1.905032 4.727848 169.793396 1313.000000 168.449280 1.844412 4.618661 20.876087 1748.000000 254.442108 0.340717 2.779352 -2.859703 -1722.000000 255.515213 0.045237 3.849684 
15 0.139991 3 0 -2.463390 31.000000 9.702840 0.031977 0.033787 -1.477727 32.000000 9.666574 -0.077007 -0.000589 -2.235023 30.000000 8.967156 -0.024272 0.031443 -1.631080 30.000000 9.040345 0.017014 -0.017534 195.839737 1552.000000 197.271027 1.905032 4.727848 169.793396 1313.000000 168.449280 1.844412 4.618661 20.876087 1748.000000 254.442108 0.340717 2.779352 -2.859703 -1722.000000 255.515213 0.045237 3.849684 
16 0.149990 3 0 -2.463390 31.000000 9.702840 0.031977 0.033787 -1.477727 32.000000 9.666574 -0.077007 -0.000589 -2.235023 30.000000 8.967156 -0.024272 0.031443 -1.631080 30.000000 9.040345 0.017014 -0.017534 195.839737 1552.000000 197.271027 1.905032 4.727848 169.793396 1313.000000 168.449280 1.844412 4.618661 20.876087 1748.000000 254.442108 0.340717 2.779352 -2.859703 -1722.000000 255.515213 0.045237 3.849684 
17 0.159990 3 0 -2.463390 31.000000 9.702840 0.031977 0.033787 -1.477727 32.000000 9.666574 -0.077007 -0.000589 -2.235023 30.000000 8.967156 -0.024272 0.031443 -1.631080 30.000000 9.040345 0.017014 -0.017534 195.839737 1552.000000 197.271027 1.905032 4.727848 169.793396 1313.000000 168.449280 1.844412 4.618661 20.876087 1748.000000 254.442108 0.340717 2.779352 -2.859703 -1722.000000 255.515213 0.045237 3.849684 
